"breed","butterfat","density","scaled","ndensity","count","n"
"Ayrshire",3.24523652987329,0.014000581033823,0.0108222259324668,0.0108222259324668,0.28001162067646,20
"Ayrshire",3.24853169009657,0.0148166299507475,0.0114530187352488,0.0114530187352488,0.296332599014949,20
"Ayrshire",3.25182685031985,0.0156872074347814,0.0121259612510753,0.0121259612510753,0.313744148695628,20
"Ayrshire",3.25512201054313,0.016582964788559,0.0128183674047792,0.0128183674047792,0.33165929577118,20
"Ayrshire",3.25841717076641,0.0175280801507056,0.0135489265120539,0.0135489265120539,0.350561603014113,20
"Ayrshire",3.26171233098969,0.01851758736456,0.0143137998129739,0.0143137998129739,0.3703517472912,20
"Ayrshire",3.26500749121297,0.0195340129681583,0.0150994806000148,0.0150994806000148,0.390680259363166,20
"Ayrshire",3.26830265143626,0.0206208503015177,0.01593958853161,0.01593958853161,0.412417006030354,20
"Ayrshire",3.27159781165954,0.0217390615535816,0.0168039480021796,0.0168039480021796,0.434781231071632,20
"Ayrshire",3.27489297188282,0.0229014596636977,0.0177024632095669,0.0177024632095669,0.458029193273954,20
"Ayrshire",3.2781881321061,0.0241269618297364,0.0186497568461352,0.0186497568461352,0.482539236594729,20
"Ayrshire",3.28148329232938,0.0253834884343851,0.0196210318791364,0.0196210318791364,0.507669768687702,20
"Ayrshire",3.28477845255266,0.0267061780576867,0.020643449870741,0.020643449870741,0.534123561153733,20
"Ayrshire",3.28807361277595,0.0280776729378745,0.0217035935478325,0.0217035935478325,0.56155345875749,20
"Ayrshire",3.29136877299923,0.0294849533981638,0.0227913989078246,0.0227913989078246,0.589699067963276,20
"Ayrshire",3.29466393322251,0.0309765386096843,0.0239443704964754,0.0239443704964754,0.619530772193686,20
"Ayrshire",3.29795909344579,0.0325029437515015,0.0251242573361228,0.0251242573361228,0.65005887503003,20
"Ayrshire",3.30125425366907,0.0340878280167892,0.0263493476058994,0.0263493476058994,0.681756560335784,20
"Ayrshire",3.30454941389235,0.03574124916861,0.0276274157963049,0.0276274157963049,0.714824983372199,20
"Ayrshire",3.30784457411563,0.0374309109516941,0.0289334974169045,0.0289334974169045,0.748618219033882,20
"Ayrshire",3.31113973433892,0.0392038304060232,0.0303039358900267,0.0303039358900267,0.784076608120464,20
"Ayrshire",3.3144348945622,0.0410268270681521,0.0317130832464135,0.0317130832464135,0.820536541363042,20
"Ayrshire",3.31773005478548,0.0428973259793018,0.0331589490839807,0.0331589490839807,0.857946519586037,20
"Ayrshire",3.32102521500876,0.0448576384924794,0.0346742394040465,0.0346742394040465,0.897152769849588,20
"Ayrshire",3.32432037523204,0.0468571505426522,0.0362198303412643,0.0362198303412643,0.937143010853044,20
"Ayrshire",3.32761553545532,0.0489291323655675,0.0378214392574502,0.0378214392574502,0.978582647311351,20
"Ayrshire",3.33091069567861,0.0510710087728328,0.0394770755730322,0.0394770755730322,1.02142017545666,20
"Ayrshire",3.33420585590189,0.053253089228121,0.0411637889767759,0.0411637889767759,1.06506178456242,20
"Ayrshire",3.33750101612517,0.0555338220096321,0.0429267590559081,0.0429267590559081,1.11067644019264,20
"Ayrshire",3.34079617634845,0.0578624846310381,0.0447267781371494,0.0447267781371494,1.15724969262076,20
"Ayrshire",3.34409133657173,0.0602498628850038,0.0465721834662752,0.0465721834662752,1.20499725770008,20
"Ayrshire",3.34738649679501,0.0627275290504773,0.048487379911566,0.048487379911566,1.25455058100955,20
"Ayrshire",3.3506816570183,0.0652472267038273,0.050435066026891,0.050435066026891,1.30494453407655,20
"Ayrshire",3.35397681724158,0.0678515134785996,0.0524481381844988,0.0524481381844988,1.35703026957199,20
"Ayrshire",3.35727197746486,0.0705229698111005,0.0545131313393686,0.0545131313393686,1.41045939622201,20
"Ayrshire",3.36056713768814,0.0732371591012336,0.0566111563892105,0.0566111563892105,1.46474318202467,20
"Ayrshire",3.36386229791142,0.0760618123789849,0.05879456834039,0.05879456834039,1.5212362475797,20
"Ayrshire",3.3671574581347,0.0789295324885861,0.0610112702659892,0.0610112702659892,1.57859064977172,20
"Ayrshire",3.37045261835799,0.0818655754492255,0.0632807846661921,0.0632807846661921,1.63731150898451,20
"Ayrshire",3.37374777858127,0.0848879104936372,0.0656170014714245,0.0656170014714245,1.69775820987274,20
"Ayrshire",3.37704293880455,0.0879535275422816,0.067986674575898,0.067986674575898,1.75907055084563,20
"Ayrshire",3.38033809902783,0.0911131587867224,0.0704290191548845,0.0704290191548845,1.82226317573445,20
"Ayrshire",3.38363325925111,0.0943341708410953,0.0729188101213745,0.0729188101213745,1.88668341682191,20
"Ayrshire",3.38692841947439,0.0976059313065838,0.0754478288005914,0.0754478288005914,1.95211862613168,20
"Ayrshire",3.39022357969767,0.100982581182108,0.0780579253215482,0.0780579253215482,2.01965162364215,20
"Ayrshire",3.39351873992096,0.104402695941765,0.0807016195049937,0.0807016195049937,2.0880539188353,20
"Ayrshire",3.39681390014424,0.107898922874103,0.0834041471844898,0.0834041471844898,2.15797845748205,20
"Ayrshire",3.40010906036752,0.111474730665405,0.0861681895992342,0.0861681895992342,2.22949461330811,20
"Ayrshire",3.4034042205908,0.115093990618615,0.0889658198423891,0.0889658198423891,2.3018798123723,20
"Ayrshire",3.40669938081408,0.118814609358997,0.0918417988120987,0.0918417988120987,2.37629218717995,20
"Ayrshire",3.40999454103736,0.122589458913713,0.0947596973367039,0.0947596973367039,2.45178917827427,20
"Ayrshire",3.41328970126065,0.126422206165486,0.0977223498580895,0.0977223498580895,2.52844412330971,20
"Ayrshire",3.41658486148393,0.130352592852508,0.10076047610629,0.10076047610629,2.60705185705017,20
"Ayrshire",3.41988002170721,0.134326405571659,0.103832169984999,0.103832169984999,2.68652811143317,20
"Ayrshire",3.42317518193049,0.138383420085517,0.106968177524557,0.106968177524557,2.76766840171033,20
"Ayrshire",3.42647034215377,0.14251289426094,0.110160195227305,0.110160195227305,2.8502578852188,20
"Ayrshire",3.42976550237705,0.146685852889946,0.113385825719414,0.113385825719414,2.93371705779893,20
"Ayrshire",3.43306066260034,0.150967633646995,0.116695573981584,0.116695573981584,3.0193526729399,20
"Ayrshire",3.43635582282362,0.155296793753504,0.120041945725534,0.120041945725534,3.10593587507008,20
"Ayrshire",3.4396509830469,0.159691413076945,0.123438916400577,0.123438916400577,3.1938282615389,20
"Ayrshire",3.44294614327018,0.164177501077245,0.126906590904578,0.126906590904578,3.28355002154491,20
"Ayrshire",3.44624130349346,0.168707599191176,0.130408284524776,0.130408284524776,3.37415198382353,20
"Ayrshire",3.44953646371674,0.173329513092712,0.133980950285003,0.133980950285003,3.46659026185425,20
"Ayrshire",3.45283162394002,0.178018187327289,0.137605220718333,0.137605220718333,3.56036374654578,20
"Ayrshire",3.45612678416331,0.182754882958984,0.141266610926046,0.141266610926046,3.65509765917968,20
"Ayrshire",3.45942194438659,0.187603745085729,0.145014704046199,0.145014704046199,3.75207490171457,20
"Ayrshire",3.46271710460987,0.192497853808219,0.148797772063511,0.148797772063511,3.84995707616438,20
"Ayrshire",3.46601226483315,0.197467254372661,0.152639039474299,0.152639039474299,3.94934508745323,20
"Ayrshire",3.46930742505643,0.202524577107789,0.156548269321313,0.156548269321313,4.05049154215578,20
"Ayrshire",3.47260258527971,0.207627898079747,0.160493055072061,0.160493055072061,4.15255796159493,20
"Ayrshire",3.475897745503,0.212835353387219,0.164518335003983,0.164518335003983,4.25670706774438,20
"Ayrshire",3.47919290572628,0.218105695512436,0.168592225443437,0.168592225443437,4.36211391024873,20
"Ayrshire",3.48248806594956,0.223434585368223,0.172711372345215,0.172711372345215,4.46869170736447,20
"Ayrshire",3.48578322617284,0.228875001268036,0.176916727101001,0.176916727101001,4.57750002536073,20
"Ayrshire",3.48907838639612,0.234363683668971,0.181159391092658,0.181159391092658,4.68727367337943,20
"Ayrshire",3.4923735466194,0.239940892789627,0.185470484827306,0.185470484827306,4.79881785579255,20
"Ayrshire",3.49566870684269,0.245604447169222,0.189848322070541,0.189848322070541,4.91208894338445,20
"Ayrshire",3.49896386706597,0.251317333996647,0.194264292509456,0.194264292509456,5.02634667993294,20
"Ayrshire",3.50225902728925,0.257150621665662,0.19877333087941,0.19877333087941,5.14301243331324,20
"Ayrshire",3.50555418751253,0.26304338845617,0.203328345662022,0.203328345662022,5.26086776912341,20
"Ayrshire",3.50884934773581,0.26900765759331,0.207938630618641,0.207938630618641,5.3801531518662,20
"Ayrshire",3.51214450795909,0.275083710500292,0.212635322647216,0.212635322647216,5.50167421000584,20
"Ayrshire",3.51543966818237,0.281211613903183,0.217372094282494,0.217372094282494,5.62423227806367,20
"Ayrshire",3.51873482840566,0.287443357008682,0.222189132352405,0.222189132352405,5.74886714017364,20
"Ayrshire",3.52202998862894,0.29375895826268,0.227070991434183,0.227070991434183,5.8751791652536,20
"Ayrshire",3.52532514885222,0.300127294026839,0.231993613451586,0.231993613451586,6.00254588053677,20
"Ayrshire",3.5286203090755,0.30663266779295,0.237022163659747,0.237022163659747,6.132653355859,20
"Ayrshire",3.53191546929878,0.313192076283162,0.242092481848179,0.242092481848179,6.26384152566324,20
"Ayrshire",3.53521062952206,0.319835879686162,0.247228035958716,0.247228035958716,6.39671759372324,20
"Ayrshire",3.53850578974535,0.326587764177995,0.25244713502782,0.25244713502782,6.53175528355989,20
"Ayrshire",3.54180094996863,0.333393489462579,0.257707852171354,0.257707852171354,6.66786978925158,20
"Ayrshire",3.54509611019191,0.340315375767751,0.263058359931886,0.263058359931886,6.80630751535502,20
"Ayrshire",3.54839127041519,0.347313799694037,0.268468030053324,0.268468030053324,6.94627599388074,20
"Ayrshire",3.55168643063847,0.35437432022672,0.273925699861521,0.273925699861521,7.0874864045344,20
"Ayrshire",3.55498159086175,0.361564058778197,0.279483253138166,0.279483253138166,7.23128117556393,20
"Ayrshire",3.55827675108504,0.368806495207745,0.285081541034414,0.285081541034414,7.3761299041549,20
"Ayrshire",3.56157191130832,0.376140387802935,0.290750523088649,0.290750523088649,7.52280775605871,20
"Ayrshire",3.5648670715316,0.383569434770779,0.296493057955929,0.296493057955929,7.67138869541558,20
"Ayrshire",3.56816223175488,0.39104976742644,0.302275235842261,0.302275235842261,7.8209953485288,20
"Ayrshire",3.57145739197816,0.398646947865358,0.308147735202185,0.308147735202185,7.97293895730716,20
"Ayrshire",3.57475255220144,0.406305562159985,0.314067721953152,0.314067721953152,8.1261112431997,20
"Ayrshire",3.57804771242472,0.414028549013433,0.320037467665817,0.320037467665817,8.28057098026866,20
"Ayrshire",3.58134287264801,0.421857232732095,0.326088915370202,0.326088915370202,8.4371446546419,20
"Ayrshire",3.58463803287129,0.429731078364272,0.332175272513733,0.332175272513733,8.59462156728544,20
"Ayrshire",3.58793319309457,0.437689467250094,0.338326980244485,0.338326980244485,8.75378934500187,20
"Ayrshire",3.59122835331785,0.445717853209676,0.344532794597314,0.344532794597314,8.91435706419353,20
"Ayrshire",3.59452351354113,0.453787638664599,0.350770610100023,0.350770610100023,9.07575277329198,20
"Ayrshire",3.59781867376441,0.461953387315362,0.357082603623206,0.357082603623206,9.23906774630723,20
"Ayrshire",3.6011138339877,0.470157641264487,0.363424361128146,0.363424361128146,9.40315282528974,20
"Ayrshire",3.60440899421098,0.478414084957134,0.369806460472784,0.369806460472784,9.56828169914269,20
"Ayrshire",3.60770415443426,0.486736060793786,0.376239215119981,0.376239215119981,9.73472121587572,20
"Ayrshire",3.61099931465754,0.495087120533725,0.382694451160743,0.382694451160743,9.90174241067451,20
"Ayrshire",3.61429447488082,0.503494079138786,0.389192896133067,0.389192896133067,10.0698815827757,20
"Ayrshire",3.6175896351041,0.511935002977053,0.395717595689163,0.395717595689163,10.2387000595411,20
"Ayrshire",3.62088479532739,0.520399893038474,0.402260820753672,0.402260820753672,10.4079978607695,20
"Ayrshire",3.62417995555067,0.528908782295537,0.408838056494946,0.408838056494946,10.5781756459107,20
"Ayrshire",3.62747511577395,0.537430283958481,0.415425041424892,0.415425041424892,10.7486056791696,20
"Ayrshire",3.63077027599723,0.545972012440189,0.422027661363272,0.422027661363272,10.9194402488038,20
"Ayrshire",3.63406543622051,0.554526723389024,0.428640316541767,0.428640316541767,11.0905344677805,20
"Ayrshire",3.63736059644379,0.563086134406836,0.435256604798649,0.435256604798649,11.2617226881367,20
"Ayrshire",3.64065575666707,0.571647637298973,0.441874510041034,0.441874510041034,11.4329527459795,20
"Ayrshire",3.64395091689036,0.58020231479442,0.448487139360593,0.448487139360593,11.6040462958884,20
"Ayrshire",3.64724607711364,0.588750755669751,0.45509494787223,0.45509494787223,11.775015113395,20
"Ayrshire",3.65054123733692,0.597272836403534,0.461682380414702,0.461682380414702,11.9454567280707,20
"Ayrshire",3.6538363975602,0.605778879786415,0.468257416340605,0.468257416340605,12.1155775957283,20
"Ayrshire",3.65713155778348,0.614253154756091,0.474807895789574,0.474807895789574,12.2850630951218,20
"Ayrshire",3.66042671800676,0.622685291006331,0.481325802680222,0.481325802680222,12.4537058201266,20
"Ayrshire",3.66372187823005,0.631092405792167,0.487824368377796,0.487824368377796,12.6218481158433,20
"Ayrshire",3.66701703845333,0.639427100560961,0.494266954556765,0.494266954556765,12.7885420112192,20
"Ayrshire",3.67031219867661,0.647718534269867,0.500676100626137,0.500676100626137,12.9543706853973,20
"Ayrshire",3.67360735889989,0.655958932164378,0.507045796824629,0.507045796824629,13.1191786432876,20
"Ayrshire",3.67690251912317,0.664105996387933,0.51334334758346,0.51334334758346,13.2821199277587,20
"Ayrshire",3.68019767934645,0.672206701932001,0.519605063822129,0.519605063822129,13.44413403864,20
"Ayrshire",3.68349283956974,0.680210865967089,0.525792155013486,0.525792155013486,13.6042173193418,20
"Ayrshire",3.68678799979302,0.688127588285604,0.531911655151987,0.531911655151987,13.7625517657121,20
"Ayrshire",3.6900831600163,0.695989629980653,0.537988888040304,0.537988888040304,13.9197925996131,20
"Ayrshire",3.69337832023958,0.703697700680963,0.543947103804397,0.543947103804397,14.0739540136193,20
"Ayrshire",3.69667348046286,0.711339197892456,0.549853859322993,0.549853859322993,14.2267839578491,20
"Ayrshire",3.69996864068614,0.718878733450519,0.555681800109029,0.555681800109029,14.3775746690104,20
"Ayrshire",3.70326380090942,0.726276800226407,0.561400387781836,0.561400387781836,14.5255360045281,20
"Ayrshire",3.70655896113271,0.733602949599486,0.567063384448825,0.567063384448825,14.6720589919897,20
"Ayrshire",3.70985412135599,0.740769671324476,0.572603146085545,0.572603146085545,14.8153934264895,20
"Ayrshire",3.71314928157927,0.747824058530389,0.578056074929931,0.578056074929931,14.9564811706078,20
"Ayrshire",3.71644444180255,0.754789013711937,0.583439874245268,0.583439874245268,15.0957802742387,20
"Ayrshire",3.71973960202583,0.761555613738613,0.5886703481882,0.5886703481882,15.2311122747723,20
"Ayrshire",3.72303476224911,0.768238591633874,0.593836183556709,0.593836183556709,15.3647718326775,20
"Ayrshire",3.7263299224724,0.774776502012056,0.59888988404728,0.59888988404728,15.4955300402411,20
"Ayrshire",3.72962508269568,0.781154850163371,0.603820245480331,0.603820245480331,15.6230970032674,20
"Ayrshire",3.73292024291896,0.787446836800467,0.608683850839723,0.608683850839723,15.7489367360093,20
"Ayrshire",3.73621540314224,0.793537163818592,0.613391576528645,0.613391576528645,15.8707432763718,20
"Ayrshire",3.73951056336552,0.799515509715362,0.618012742596037,0.618012742596037,15.9903101943072,20
"Ayrshire",3.7428057235888,0.805378690961593,0.622544888224595,0.622544888224595,16.1075738192319,20
"Ayrshire",3.74610088381209,0.811042097751677,0.62692261138349,0.62692261138349,16.2208419550335,20
"Ayrshire",3.74939604403537,0.816618164426643,0.631232822025834,0.631232822025834,16.3323632885329,20
"Ayrshire",3.75269120425865,0.822029483238138,0.635415685196236,0.635415685196236,16.4405896647628,20
"Ayrshire",3.75598636448193,0.827296104980439,0.639486699839009,0.639486699839009,16.5459220996088,20
"Ayrshire",3.75928152470521,0.832477386073981,0.64349174752085,0.64349174752085,16.6495477214796,20
"Ayrshire",3.76257668492849,0.837452454051153,0.647337395751324,0.647337395751324,16.7490490810231,20
"Ayrshire",3.76587184515177,0.842338375351962,0.651114135022206,0.651114135022206,16.8467675070392,20
"Ayrshire",3.76916700537506,0.847105753425342,0.654799242268181,0.654799242268181,16.9421150685068,20
"Ayrshire",3.77246216559834,0.851711160854017,0.658359148788045,0.658359148788045,17.0342232170803,20
"Ayrshire",3.77575732582162,0.856241985910438,0.661861404323198,0.661861404323198,17.1248397182088,20
"Ayrshire",3.7790524860449,0.860623598402245,0.665248320924752,0.665248320924752,17.2124719680449,20
"Ayrshire",3.78234764626818,0.864901898899154,0.668555379001319,0.668555379001319,17.2980379779831,20
"Ayrshire",3.78564280649146,0.8691086943591,0.671807164824295,0.671807164824295,17.382173887182,20
"Ayrshire",3.78893796671475,0.873158214273227,0.674937379157745,0.674937379157745,17.4631642854645,20
"Ayrshire",3.79223312693803,0.877151093637717,0.678023811249328,0.678023811249328,17.5430218727543,20
"Ayrshire",3.79552828716131,0.881051712191338,0.681038927204992,0.681038927204992,17.6210342438268,20
"Ayrshire",3.79882344738459,0.884855358417666,0.683979085097658,0.683979085097658,17.6971071683533,20
"Ayrshire",3.80211860760787,0.888611578857609,0.686882583613542,0.686882583613542,17.7722315771522,20
"Ayrshire",3.80541376783115,0.892272137337621,0.689712136959506,0.689712136959506,17.8454427467524,20
"Ayrshire",3.80870892805444,0.895883785254856,0.692503883220209,0.692503883220209,17.9176757050971,20
"Ayrshire",3.81200408827772,0.89945157120183,0.695261724877176,0.695261724877176,17.9890314240366,20
"Ayrshire",3.815299248501,0.902952014241678,0.697967511540562,0.697967511540562,18.0590402848336,20
"Ayrshire",3.81859440872428,0.906429855570431,0.700655827441603,0.700655827441603,18.1285971114086,20
"Ayrshire",3.82188956894756,0.909869965637946,0.703314977679244,0.703314977679244,18.1973993127589,20
"Ayrshire",3.82518472917084,0.913286551070278,0.705955943748934,0.705955943748934,18.2657310214056,20
"Ayrshire",3.82847988939413,0.916691434773769,0.708587864568787,0.708587864568787,18.3338286954754,20
"Ayrshire",3.83177504961741,0.920083215130378,0.711209656710402,0.711209656710402,18.4016643026076,20
"Ayrshire",3.83507020984069,0.923477610728857,0.713833470392288,0.713833470392288,18.4695522145771,20
"Ayrshire",3.83836537006397,0.926875034109148,0.716459624501245,0.716459624501245,18.537500682183,20
"Ayrshire",3.84166053028725,0.930293833781421,0.719102302143109,0.719102302143109,18.6058766756284,20
"Ayrshire",3.84495569051053,0.933726870086257,0.721755984474973,0.721755984474973,18.6745374017251,20
"Ayrshire",3.84825085073381,0.937193486371918,0.724435623596662,0.724435623596662,18.7438697274384,20
"Ayrshire",3.8515460109571,0.940699021658964,0.727145346485947,0.727145346485947,18.8139804331793,20
"Ayrshire",3.85484117118038,0.944228878122723,0.729873869257087,0.729873869257087,18.8845775624545,20
"Ayrshire",3.85813633140366,0.947837238523914,0.732663074320299,0.732663074320299,18.9567447704783,20
"Ayrshire",3.86143149162694,0.95148380907763,0.735481815222242,0.735481815222242,19.0296761815526,20
"Ayrshire",3.86472665185022,0.955187770315151,0.738344918207804,0.738344918207804,19.103755406303,20
"Ayrshire",3.8680218120735,0.958978608577817,0.741275175748752,0.741275175748752,19.1795721715563,20
"Ayrshire",3.87131697229679,0.962814519808527,0.744240273975414,0.744240273975414,19.2562903961705,20
"Ayrshire",3.87461213252007,0.966752605587362,0.747284351498842,0.747284351498842,19.3350521117472,20
"Ayrshire",3.87790729274335,0.970766723215493,0.750387200429624,0.750387200429624,19.4153344643099,20
"Ayrshire",3.88120245296663,0.97484023512614,0.753535960193888,0.753535960193888,19.4968047025228,20
"Ayrshire",3.88449761318991,0.979051654945974,0.756791320573333,0.756791320573333,19.5810330989195,20
"Ayrshire",3.88779277341319,0.983322078583962,0.760092289963532,0.760092289963532,19.6664415716792,20
"Ayrshire",3.89108793363648,0.987694396049404,0.763472021657893,0.763472021657893,19.7538879209881,20
"Ayrshire",3.89438309385976,0.992182080245226,0.766940929995585,0.766940929995585,19.8436416049045,20
"Ayrshire",3.89767825408304,0.996731987780801,0.770457935982898,0.770457935982898,19.934639755616,20
"Ayrshire",3.90097341430632,1.0014274031531,0.774087417208219,0.774087417208219,20.0285480630621,20
"Ayrshire",3.9042685745296,1.00620517938885,0.777780562067926,0.777780562067926,20.1241035877769,20
"Ayrshire",3.90756373475288,1.01106608964468,0.781537968199784,0.781537968199784,20.2213217928936,20
"Ayrshire",3.91085889497616,1.01607324967599,0.785408423076476,0.785408423076476,20.3214649935198,20
"Ayrshire",3.91415405519945,1.02114375937428,0.789327846235778,0.789327846235778,20.4228751874856,20
"Ayrshire",3.91744921542273,1.026332818948,0.793338906558789,0.793338906558789,20.5266563789601,20
"Ayrshire",3.92074437564601,1.03162627905346,0.797430666828409,0.797430666828409,20.6325255810693,20
"Ayrshire",3.92403953586929,1.03698073803085,0.80156957825354,0.80156957825354,20.7396147606169,20
"Ayrshire",3.92733469609257,1.0424797583383,0.805820233282118,0.805820233282118,20.8495951667659,20
"Ayrshire",3.93062985631585,1.04804076549174,0.810118803154418,0.810118803154418,20.9608153098349,20
"Ayrshire",3.93392501653914,1.05368264505909,0.814479886113334,0.814479886113334,21.0736529011817,20
"Ayrshire",3.93722017676242,1.05943296936002,0.818924795122419,0.818924795122419,21.1886593872004,20
"Ayrshire",3.9405153369857,1.06523178384165,0.823407186268116,0.823407186268116,21.3046356768329,20
"Ayrshire",3.94381049720898,1.07112506925567,0.827962601938439,0.827962601938439,21.4225013851134,20
"Ayrshire",3.94710565743226,1.07708077682463,0.83256626893935,0.83256626893935,21.5416155364927,20
"Ayrshire",3.95040081765554,1.08307886000885,0.837202691615275,0.837202691615275,21.661577200177,20
"Ayrshire",3.95369597787883,1.08916398934432,0.841906399578371,0.841906399578371,21.7832797868865,20
"Ayrshire",3.95699113810211,1.09527683073997,0.846631528522179,0.846631528522179,21.9055366147995,20
"Ayrshire",3.96028629832539,1.10143425110304,0.851391116297092,0.851391116297092,22.0286850220608,20
"Ayrshire",3.96358145854867,1.1076307533577,0.85618091375114,0.85618091375114,22.152615067154,20
"Ayrshire",3.96687661877195,1.11384428876359,0.860983877559532,0.860983877559532,22.2768857752718,20
"Ayrshire",3.97017177899523,1.12008452028444,0.86580747703918,0.86580747703918,22.4016904056887,20
"Ayrshire",3.97346693921851,1.12632995835058,0.870635101095335,0.870635101095335,22.5265991670116,20
"Ayrshire",3.9767620994418,1.13257997879468,0.875466267256591,0.875466267256591,22.6515995758935,20
"Ayrshire",3.98005725966508,1.1388185405031,0.880288575997855,0.880288575997855,22.776370810062,20
"Ayrshire",3.98335241988836,1.14504526250227,0.885101732832624,0.885101732832624,22.9009052500453,20
"Ayrshire",3.98664758011164,1.15124746243289,0.889895934499352,0.889895934499352,23.0249492486578,20
"Ayrshire",3.98994274033492,1.15740897372099,0.894658684494098,0.894658684494098,23.1481794744198,20
"Ayrshire",3.9932379005582,1.1635458670508,0.89940240519956,0.89940240519956,23.270917341016,20
"Ayrshire",3.99653306078149,1.16960723055285,0.904087742552308,0.904087742552308,23.3921446110569,20
"Ayrshire",3.99982822100477,1.17561912245706,0.908734839148645,0.908734839148645,23.5123824491413,20
"Ayrshire",4.00312338122805,1.18157480421935,0.913338486201408,0.913338486201408,23.631496084387,20
"Ayrshire",4.00641854145133,1.18742017343551,0.917856863414697,0.917856863414697,23.7484034687103,20
"Ayrshire",4.00971370167461,1.19321005761038,0.922332351575643,0.922332351575643,23.8642011522077,20
"Ayrshire",4.01300886189789,1.19888495946735,0.926718960237977,0.926718960237977,23.977699189347,20
"Ayrshire",4.01630402212117,1.20445025066699,0.931020841609679,0.931020841609679,24.0890050133397,20
"Ayrshire",4.01959918234446,1.20994778608459,0.93527034884208,0.93527034884208,24.1989557216918,20
"Ayrshire",4.02289434256774,1.21525327102069,0.939371404114078,0.939371404114078,24.3050654204138,20
"Ayrshire",4.02618950279102,1.2204715221107,0.943405029013789,0.943405029013789,24.4094304422141,20
"Ayrshire",4.0294846630143,1.22556127182974,0.947339324402391,0.947339324402391,24.5112254365948,20
"Ayrshire",4.03277982323758,1.23046509621158,0.951129902469484,0.951129902469484,24.6093019242315,20
"Ayrshire",4.03607498346086,1.23527478931184,0.954847718556631,0.954847718556631,24.7054957862369,20
"Ayrshire",4.03937014368415,1.23987702773826,0.958405175488271,0.958405175488271,24.7975405547652,20
"Ayrshire",4.04266530390743,1.24432704777996,0.961844970035293,0.961844970035293,24.8865409555992,20
